Entity,Code,Year,Population (historical)
Malta,MLT,1947,281082
Malta,MLT,1948,285173
Malta,MLT,1949,288773
Malta,MLT,1950,294684
Malta,MLT,1951,300462
Malta,MLT,1952,304914
Malta,MLT,1953,309349
Malta,MLT,1954,313753
Malta,MLT,1955,318148
Malta,MLT,1956,322464
Malta,MLT,1957,326704
Malta,MLT,1958,329415
Malta,MLT,1959,330361
Malta,MLT,1960,330829
Malta,MLT,1961,330855
Malta,MLT,1962,330499
Malta,MLT,1963,329814
Malta,MLT,1964,328794
Malta,MLT,1965,327408
Malta,MLT,1966,325676
Malta,MLT,1967,323820
Malta,MLT,1968,323515
Malta,MLT,1969,324760
Malta,MLT,1970,326016
Malta,MLT,1971,327298
Malta,MLT,1972,328616
Malta,MLT,1973,330057
Malta,MLT,1974,331686
Malta,MLT,1975,333458
Malta,MLT,1976,335291
Malta,MLT,1977,337169
Malta,MLT,1978,339069
Malta,MLT,1979,340974
Malta,MLT,1980,342882
Malta,MLT,1981,344756
Malta,MLT,1982,346654
Malta,MLT,1983,348597
Malta,MLT,1984,350555
Malta,MLT,1985,352567
Malta,MLT,1986,355082
Malta,MLT,1987,358089
Malta,MLT,1988,361226
Malta,MLT,1989,364530
Malta,MLT,1990,367913
Malta,MLT,1991,371335
Malta,MLT,1992,374806
Malta,MLT,1993,378221
Malta,MLT,1994,381467
Malta,MLT,1995,384559
Malta,MLT,1996,387627
Malta,MLT,1997,390687
Malta,MLT,1998,393782
Malta,MLT,1999,396896
Malta,MLT,2000,399905
Malta,MLT,2001,402788
Malta,MLT,2002,405572
Malta,MLT,2003,408236
Malta,MLT,2004,410800
Malta,MLT,2005,413323
Malta,MLT,2006,415463
Malta,MLT,2007,417201
Malta,MLT,2008,418969
Malta,MLT,2009,420800
Malta,MLT,2010,422652
Malta,MLT,2011,424634
Malta,MLT,2012,426616
Malta,MLT,2013,428457
Malta,MLT,2014,434494
Malta,MLT,2015,444979
Malta,MLT,2016,455273
Malta,MLT,2017,467902
Malta,MLT,2018,484559
Malta,MLT,2019,504017
Malta,MLT,2020,518213
Malta,MLT,2021,524383
Malta,MLT,2022,528194
Malta,MLT,2023,532964
Netherlands,NLD,1942,9096853
Netherlands,NLD,1943,9216054
Netherlands,NLD,1944,9336818
Netherlands,NLD,1945,9459164
Netherlands,NLD,1946,9583114
Netherlands,NLD,1947,9708687
Netherlands,NLD,1948,9835906
Netherlands,NLD,1949,9964193
Netherlands,NLD,1950,10113759
Netherlands,NLD,1951,10264537
Netherlands,NLD,1952,10382295
Netherlands,NLD,1953,10493533
Netherlands,NLD,1954,10615730
Netherlands,NLD,1955,10751230
Netherlands,NLD,1956,10889768
Netherlands,NLD,1957,11026877
Netherlands,NLD,1958,11187365
Netherlands,NLD,1959,11348108
Netherlands,NLD,1960,11486909
Netherlands,NLD,1961,11639371
Netherlands,NLD,1962,11807552
Netherlands,NLD,1963,11969156
Netherlands,NLD,1964,12131887
Netherlands,NLD,1965,12301136
Netherlands,NLD,1966,12464282
Netherlands,NLD,1967,12607834
Netherlands,NLD,1968,12740849
Netherlands,NLD,1969,12890638
Netherlands,NLD,1970,13052082
Netherlands,NLD,1971,13208353
Netherlands,NLD,1972,13342780
Netherlands,NLD,1973,13453743
Netherlands,NLD,1974,13559670
Netherlands,NLD,1975,13680031
Netherlands,NLD,1976,13786640
Netherlands,NLD,1977,13868607
Netherlands,NLD,1978,13953922
Netherlands,NLD,1979,14050176
Netherlands,NLD,1980,14162687
Netherlands,NLD,1981,14262690
Netherlands,NLD,1982,14333902
Netherlands,NLD,1983,14396901
Netherlands,NLD,1984,14462810
Netherlands,NLD,1985,14538958
Netherlands,NLD,1986,14626489
Netherlands,NLD,1987,14724947
Netherlands,NLD,1988,14825916
Netherlands,NLD,1989,14921107
Netherlands,NLD,1990,15030884
Netherlands,NLD,1991,15155091
Netherlands,NLD,1992,15276786
Netherlands,NLD,1993,15389718
Netherlands,NLD,1994,15485453
Netherlands,NLD,1995,15565033
Netherlands,NLD,1996,15640031
Netherlands,NLD,1997,15723620
Netherlands,NLD,1998,15827109
Netherlands,NLD,1999,15940182
Netherlands,NLD,2000,16058758
Netherlands,NLD,2001,16182705
Netherlands,NLD,2002,16288060
Netherlands,NLD,2003,16366914
Netherlands,NLD,2004,16425561
Netherlands,NLD,2005,16465707
Netherlands,NLD,2006,16493851
Netherlands,NLD,2007,16531360
Netherlands,NLD,2008,16597257
Netherlands,NLD,2009,16684147
Netherlands,NLD,2010,16771232
Netherlands,NLD,2011,16851061
Netherlands,NLD,2012,16915191
Netherlands,NLD,2013,16967065
Netherlands,NLD,2014,17030087
Netherlands,NLD,2015,17107427
Netherlands,NLD,2016,17204694
Netherlands,NLD,2017,17315375
Netherlands,NLD,2018,17421284
Netherlands,NLD,2019,17537506
Netherlands,NLD,2020,17636732
Netherlands,NLD,2021,17730564
Netherlands,NLD,2022,17904422
Netherlands,NLD,2023,18092525
Poland,POL,1942,28238390
Poland,POL,1943,27706686
Poland,POL,1944,27184994
Poland,POL,1945,26673126
Poland,POL,1946,26170895
Poland,POL,1947,25678120
Poland,POL,1948,25194625
Poland,POL,1949,24897453
Poland,POL,1950,24780169
Poland,POL,1951,25222692
Poland,POL,1952,25672466
Poland,POL,1953,26126457
Poland,POL,1954,26590475
Poland,POL,1955,27063640
Poland,POL,1956,27535570
Poland,POL,1957,28076495
Poland,POL,1958,28643644
Poland,POL,1959,29132534
Poland,POL,1960,29575967
Poland,POL,1961,29979693
Poland,POL,1962,30338095
Poland,POL,1963,30674024
Poland,POL,1964,30993140
Poland,POL,1965,31288338
Poland,POL,1966,31568282
Poland,POL,1967,31828625
Poland,POL,1968,32078387
Poland,POL,1969,32322777
Poland,POL,1970,32542639
Poland,POL,1971,32771298
Poland,POL,1972,33041994
Poland,POL,1973,33333277
Poland,POL,1974,33642463
Poland,POL,1975,33964399
Poland,POL,1976,34296611
Poland,POL,1977,34628514
Poland,POL,1978,34934216
Poland,POL,1979,35248381
Poland,POL,1980,35576518
Poland,POL,1981,35900913
Poland,POL,1982,36233466
Poland,POL,1983,36573701
Poland,POL,1984,36905796
Poland,POL,1985,37200851
Poland,POL,1986,37452612
Poland,POL,1987,37665712
Poland,POL,1988,37817862
Poland,POL,1989,37938087
Poland,POL,1990,38055449
Poland,POL,1991,38152947
Poland,POL,1992,38233632
Poland,POL,1993,38294881
Poland,POL,1994,38344311
Poland,POL,1995,38364668
Poland,POL,1996,38359165
Poland,POL,1997,38348307
Poland,POL,1998,38326432
Poland,POL,1999,38287717
Poland,POL,2000,38258076
Poland,POL,2001,38247357
Poland,POL,2002,38229406
Poland,POL,2003,38203525
Poland,POL,2004,38167567
Poland,POL,2005,38124377
Poland,POL,2006,38071170
Poland,POL,2007,38020420
Poland,POL,2008,37995902
Poland,POL,2009,38002154
Poland,POL,2010,38095356
Poland,POL,2011,38208644
Poland,POL,2012,38247868
Poland,POL,2013,38259266
Poland,POL,2014,38265113
Poland,POL,2015,38266314
Poland,POL,2016,38263259
Poland,POL,2017,38254964
Poland,POL,2018,38241070
Poland,POL,2019,38225884
Poland,POL,2020,38171005
Poland,POL,2021,38040304
Poland,POL,2022,38385734
Poland,POL,2023,38762847
Portugal,PRT,1942,7811843
Portugal,PRT,1943,7886677
Portugal,PRT,1944,7962228
Portugal,PRT,1945,8038503
Portugal,PRT,1946,8115508
Portugal,PRT,1947,8193251
Portugal,PRT,1948,8271739
Portugal,PRT,1949,8346329
Portugal,PRT,1950,8418877
Portugal,PRT,1951,8474202
Portugal,PRT,1952,8523424
Portugal,PRT,1953,8572744
Portugal,PRT,1954,8616967
Portugal,PRT,1955,8662890
Portugal,PRT,1956,8704062
Portugal,PRT,1957,8743287
Portugal,PRT,1958,8792776
Portugal,PRT,1959,8840373
Portugal,PRT,1960,8873224
Portugal,PRT,1961,8888381
Portugal,PRT,1962,8895775
Portugal,PRT,1963,8898302
Portugal,PRT,1964,8895763
Portugal,PRT,1965,8889623
Portugal,PRT,1966,8872477
Portugal,PRT,1967,8845842
Portugal,PRT,1968,8809709
Portugal,PRT,1969,8754238
Portugal,PRT,1970,8669522
Portugal,PRT,1971,8685586
Portugal,PRT,1972,8815589
Portugal,PRT,1973,8939234
Portugal,PRT,1974,9059175
Portugal,PRT,1975,9182303
Portugal,PRT,1976,9310264
Portugal,PRT,1977,9438170
Portugal,PRT,1978,9556398
Portugal,PRT,1979,9663303
Portugal,PRT,1980,9763622
Portugal,PRT,1981,9837589
Portugal,PRT,1982,9885845
Portugal,PRT,1983,9925257
Portugal,PRT,1984,9956893
Portugal,PRT,1985,9979475
Portugal,PRT,1986,9993098
Portugal,PRT,1987,10001991
Portugal,PRT,1988,10004589
Portugal,PRT,1989,10001379
Portugal,PRT,1990,9989528
Portugal,PRT,1991,9969182
Portugal,PRT,1992,9960345
Portugal,PRT,1993,9972341
Portugal,PRT,1994,9998486
Portugal,PRT,1995,10031755
Portugal,PRT,1996,10067655
Portugal,PRT,1997,10110548
Portugal,PRT,1998,10159524
Portugal,PRT,1999,10214877
Portugal,PRT,2000,10283196
Portugal,PRT,2001,10354328
Portugal,PRT,2002,10413046
Portugal,PRT,2003,10454245
Portugal,PRT,2004,10481384
Portugal,PRT,2005,10502994
Portugal,PRT,2006,10524122
Portugal,PRT,2007,10546821
Portugal,PRT,2008,10564085
Portugal,PRT,2009,10576264
Portugal,PRT,2010,10578659
Portugal,PRT,2011,10557049
Portugal,PRT,2012,10513154
Portugal,PRT,2013,10458286
Portugal,PRT,2014,10406202
Portugal,PRT,2015,10370266
Portugal,PRT,2016,10346377
Portugal,PRT,2017,10330836
Portugal,PRT,2018,10325353
Portugal,PRT,2019,10343218
Portugal,PRT,2020,10370519
Portugal,PRT,2021,10390956
Portugal,PRT,2022,10417075
Portugal,PRT,2023,10430735
Romania,ROU,1942,15974568
Romania,ROU,1943,16014683
Romania,ROU,1944,16054899
Romania,ROU,1945,16095216
Romania,ROU,1946,16135634
Romania,ROU,1947,16176154
Romania,ROU,1948,16216775
Romania,ROU,1949,16288894
Romania,ROU,1950,16397275
Romania,ROU,1951,16625607
Romania,ROU,1952,16846052
Romania,ROU,1953,17057702
Romania,ROU,1954,17266659
Romania,ROU,1955,17475271
Romania,ROU,1956,17691498
Romania,ROU,1957,17887292
Romania,ROU,1958,18046125
Romania,ROU,1959,18187698
Romania,ROU,1960,18313498
Romania,ROU,1961,18422519
Romania,ROU,1962,18511673
Romania,ROU,1963,18587432
Romania,ROU,1964,18655407
Romania,ROU,1965,18713061
Romania,ROU,1966,18776260
Romania,ROU,1967,18998561
Romania,ROU,1968,19361050
Romania,ROU,1969,19701813
Romania,ROU,1970,20011627
Romania,ROU,1971,20293489
Romania,ROU,1972,20555576
Romania,ROU,1973,20798321
Romania,ROU,1974,21033561
Romania,ROU,1975,21268070
Romania,ROU,1976,21497683
Romania,ROU,1977,21700176
Romania,ROU,1978,21868064
Romania,ROU,1979,22019629
Romania,ROU,1980,22154776
Romania,ROU,1981,22272787
Romania,ROU,1982,22374447
Romania,ROU,1983,22459213
Romania,ROU,1984,22534001
Romania,ROU,1985,22605814
Romania,ROU,1986,22674739
Romania,ROU,1987,22745588
Romania,ROU,1988,22815434
Romania,ROU,1989,22887645
Romania,ROU,1990,22939529
Romania,ROU,1991,22947415
Romania,ROU,1992,22912388
Romania,ROU,1993,22842257
Romania,ROU,1994,22756246
Romania,ROU,1995,22657724
Romania,ROU,1996,22541912
Romania,ROU,1997,22411509
Romania,ROU,1998,22284900
Romania,ROU,1999,22166156
Romania,ROU,2000,22046264
Romania,ROU,2001,21919917
Romania,ROU,2002,21770020
Romania,ROU,2003,21593447
Romania,ROU,2004,21403214
Romania,ROU,2005,21213395
Romania,ROU,2006,21035734
Romania,ROU,2007,20870714
Romania,ROU,2008,20718744
Romania,ROU,2009,20576923
Romania,ROU,2010,20432576
Romania,ROU,2011,20282008
Romania,ROU,2012,20158452
Romania,ROU,2013,20062914
Romania,ROU,2014,19968180
Romania,ROU,2015,19871018
Romania,ROU,2016,19777049
Romania,ROU,2017,19689406
Romania,ROU,2018,19597874
Romania,ROU,2019,19501543
Romania,ROU,2020,19392469
Romania,ROU,2021,19248159
Romania,ROU,2022,19166776
Romania,ROU,2023,19118481
Slovakia,SVK,1942,3343008
Slovakia,SVK,1943,3355404
Slovakia,SVK,1944,3367846
Slovakia,SVK,1945,3380334
Slovakia,SVK,1946,3392869
Slovakia,SVK,1947,3405450
Slovakia,SVK,1948,3418077
Slovakia,SVK,1949,3438089
Slovakia,SVK,1950,3465750
Slovakia,SVK,1951,3525383
Slovakia,SVK,1952,3591860
Slovakia,SVK,1953,3660079
Slovakia,SVK,1954,3728029
Slovakia,SVK,1955,3797355
Slovakia,SVK,1956,3868270
Slovakia,SVK,1957,3936841
Slovakia,SVK,1958,4002698
Slovakia,SVK,1959,4064674
Slovakia,SVK,1960,4124444
Slovakia,SVK,1961,4185347
Slovakia,SVK,1962,4235795
Slovakia,SVK,1963,4278467
Slovakia,SVK,1964,4323295
Slovakia,SVK,1965,4365055
Slovakia,SVK,1966,4402206
Slovakia,SVK,1967,4436106
Slovakia,SVK,1968,4466440
Slovakia,SVK,1969,4495039
Slovakia,SVK,1970,4525875
Slovakia,SVK,1971,4560415
Slovakia,SVK,1972,4599802
Slovakia,SVK,1973,4643683
Slovakia,SVK,1974,4690648
Slovakia,SVK,1975,4739175
Slovakia,SVK,1976,4788513
Slovakia,SVK,1977,4837710
Slovakia,SVK,1978,4885733
Slovakia,SVK,1979,4933452
Slovakia,SVK,1980,4976659
Slovakia,SVK,1981,5014960
Slovakia,SVK,1982,5051810
Slovakia,SVK,1983,5086443
Slovakia,SVK,1984,5119394
Slovakia,SVK,1985,5151164
Slovakia,SVK,1986,5180090
Slovakia,SVK,1987,5205882
Slovakia,SVK,1988,5229678
Slovakia,SVK,1989,5249932
Slovakia,SVK,1990,5266076
Slovakia,SVK,1991,5284876
Slovakia,SVK,1992,5306445
Slovakia,SVK,1993,5326361
Slovakia,SVK,1994,5343230
Slovakia,SVK,1995,5354287
Slovakia,SVK,1996,5362429
Slovakia,SVK,1997,5369781
Slovakia,SVK,1998,5374801
Slovakia,SVK,1999,5378105
Slovakia,SVK,2000,5380001
Slovakia,SVK,2001,5379439
Slovakia,SVK,2002,5377685
Slovakia,SVK,2003,5376198
Slovakia,SVK,2004,5376039
Slovakia,SVK,2005,5376696
Slovakia,SVK,2006,5376847
Slovakia,SVK,2007,5376995
Slovakia,SVK,2008,5379125
Slovakia,SVK,2009,5385074
Slovakia,SVK,2010,5391857
Slovakia,SVK,2011,5398104
Slovakia,SVK,2012,5404877
Slovakia,SVK,2013,5410422
Slovakia,SVK,2014,5415237
Slovakia,SVK,2015,5420279
Slovakia,SVK,2016,5427262
Slovakia,SVK,2017,5435704
Slovakia,SVK,2018,5443230
Slovakia,SVK,2019,5450626
Slovakia,SVK,2020,5455028
Slovakia,SVK,2021,5442767
Slovakia,SVK,2022,5473194
Slovakia,SVK,2023,5518057
Slovenia,SVN,1942,1349483
Slovenia,SVN,1943,1361363
Slovenia,SVN,1944,1373348
Slovenia,SVN,1945,1385439
Slovenia,SVN,1946,1397636
Slovenia,SVN,1947,1409940
Slovenia,SVN,1948,1422353
Slovenia,SVN,1949,1434054
Slovenia,SVN,1950,1446362
Slovenia,SVN,1951,1462731
Slovenia,SVN,1952,1479671
Slovenia,SVN,1953,1497562
Slovenia,SVN,1954,1515603
Slovenia,SVN,1955,1532637
Slovenia,SVN,1956,1548767
Slovenia,SVN,1957,1564154
Slovenia,SVN,1958,1578540
Slovenia,SVN,1959,1592117
Slovenia,SVN,1960,1605080
Slovenia,SVN,1961,1618564
Slovenia,SVN,1962,1633084
Slovenia,SVN,1963,1647447
Slovenia,SVN,1964,1661355
Slovenia,SVN,1965,1675320
Slovenia,SVN,1966,1689638
Slovenia,SVN,1967,1703875
Slovenia,SVN,1968,1716933
Slovenia,SVN,1969,1728679
Slovenia,SVN,1970,1739869
Slovenia,SVN,1971,1752715
Slovenia,SVN,1972,1768219
Slovenia,SVN,1973,1784577
Slovenia,SVN,1974,1801035
Slovenia,SVN,1975,1817593
Slovenia,SVN,1976,1834353
Slovenia,SVN,1977,1851329
Slovenia,SVN,1978,1868516
Slovenia,SVN,1979,1885913
Slovenia,SVN,1980,1903076
Slovenia,SVN,1981,1914594
Slovenia,SVN,1982,1917975
Slovenia,SVN,1983,1923360
Slovenia,SVN,1984,1932706
Slovenia,SVN,1985,1941480
Slovenia,SVN,1986,1964833
Slovenia,SVN,1987,1988028
Slovenia,SVN,1988,1993520
Slovenia,SVN,1989,1995464
Slovenia,SVN,1990,1998010
Slovenia,SVN,1991,1999192
Slovenia,SVN,1992,1995863
Slovenia,SVN,1993,1990814
Slovenia,SVN,1994,1988260
Slovenia,SVN,1995,1988099
Slovenia,SVN,1996,1986792
Slovenia,SVN,1997,1984399
Slovenia,SVN,1998,1980071
Slovenia,SVN,1999,1981198
Slovenia,SVN,2000,1986818
Slovenia,SVN,2001,1989685
Slovenia,SVN,2002,1991573
Slovenia,SVN,2003,1992502
Slovenia,SVN,2004,1993549
Slovenia,SVN,2005,1996914
Slovenia,SVN,2006,2003113
Slovenia,SVN,2007,2014161
Slovenia,SVN,2008,2025090
Slovenia,SVN,2009,2035611
Slovenia,SVN,2010,2044612
Slovenia,SVN,2011,2048805
Slovenia,SVN,2012,2053321
Slovenia,SVN,2013,2056452
Slovenia,SVN,2014,2058396
Slovenia,SVN,2015,2059947
Slovenia,SVN,2016,2061379
Slovenia,SVN,2017,2062410
Slovenia,SVN,2018,2069484
Slovenia,SVN,2019,2083436
Slovenia,SVN,2020,2102419
Slovenia,SVN,2021,2113495
Slovenia,SVN,2022,2115230
Slovenia,SVN,2023,2118395
Spain,ESP,1942,26205369
Spain,ESP,1943,26431030
Spain,ESP,1944,26658635
Spain,ESP,1945,26888200
Spain,ESP,1946,27119742
Spain,ESP,1947,27353278
Spain,ESP,1948,27588824
Spain,ESP,1949,27827617
Spain,ESP,1950,28077049
Spain,ESP,1951,28214862
Spain,ESP,1952,28406044
Spain,ESP,1953,28632700
Spain,ESP,1954,28857829
Spain,ESP,1955,29089775
Spain,ESP,1956,29323672
Spain,ESP,1957,29569969
Spain,ESP,1958,29849659
Spain,ESP,1959,30140708
Spain,ESP,1960,30404938
Spain,ESP,1961,30699568
Spain,ESP,1962,31040105
Spain,ESP,1963,31379830
Spain,ESP,1964,31741585
Spain,ESP,1965,32110669
Spain,ESP,1966,32465886
Spain,ESP,1967,32820749
Spain,ESP,1968,33170122
Spain,ESP,1969,33496941
Spain,ESP,1970,33812721
Spain,ESP,1971,34157449
Spain,ESP,1972,34539861
Spain,ESP,1973,34926520
Spain,ESP,1974,35361763
Spain,ESP,1975,35795771
Spain,ESP,1976,36176272
Spain,ESP,1977,36551267
Spain,ESP,1978,36904972
Spain,ESP,1979,37230368
Spain,ESP,1980,37537561
Spain,ESP,1981,37812707
Spain,ESP,1982,38047097
Spain,ESP,1983,38253248
Spain,ESP,1984,38437483
Spain,ESP,1985,38601315
Spain,ESP,1986,38735706
Spain,ESP,1987,38852007
Spain,ESP,1988,38952262
Spain,ESP,1989,39029556
Spain,ESP,1990,39084975
Spain,ESP,1991,39201749
Spain,ESP,1992,39420344
Spain,ESP,1993,39651627
Spain,ESP,1994,39858722
Spain,ESP,1995,40052733
Spain,ESP,1996,40237375
Spain,ESP,1997,40423823
Spain,ESP,1998,40617436
Spain,ESP,1999,40812855
Spain,ESP,2000,41019773
Spain,ESP,2001,41245604
Spain,ESP,2002,41755702
Spain,ESP,2003,42506541
Spain,ESP,2004,43234563
Spain,ESP,2005,43958884
Spain,ESP,2006,44695446
Spain,ESP,2007,45516501
Spain,ESP,2008,46235055
Spain,ESP,2009,46635182
Spain,ESP,2010,46840470
Spain,ESP,2011,46998040
Spain,ESP,2012,47018321
Spain,ESP,2013,46860393
Spain,ESP,2014,46720186
Spain,ESP,2015,46683683
Spain,ESP,2016,46732766
Spain,ESP,2017,46868594
Spain,ESP,2018,47092817
Spain,ESP,2019,47435120
Spain,ESP,2020,47679482
Spain,ESP,2021,47735670
Spain,ESP,2022,47828386
Spain,ESP,2023,47911583
Sweden,SWE,1942,6496512
Sweden,SWE,1943,6560825
Sweden,SWE,1944,6625775
Sweden,SWE,1945,6691367
Sweden,SWE,1946,6757610
Sweden,SWE,1947,6824507
Sweden,SWE,1948,6892068
Sweden,SWE,1949,6955459
Sweden,SWE,1950,7016565
Sweden,SWE,1951,7072884
Sweden,SWE,1952,7124675
Sweden,SWE,1953,7171425
Sweden,SWE,1954,7213461
Sweden,SWE,1955,7262328
Sweden,SWE,1956,7315523
Sweden,SWE,1957,7366883
Sweden,SWE,1958,7414352
Sweden,SWE,1959,7453561
Sweden,SWE,1960,7484597
Sweden,SWE,1961,7519997
Sweden,SWE,1962,7561517
Sweden,SWE,1963,7604207
Sweden,SWE,1964,7661190
Sweden,SWE,1965,7733011
Sweden,SWE,1966,7805586
Sweden,SWE,1967,7866404
Sweden,SWE,1968,7912122
Sweden,SWE,1969,7968013
Sweden,SWE,1970,8042783
Sweden,SWE,1971,8098105
Sweden,SWE,1972,8122427
Sweden,SWE,1973,8137164
Sweden,SWE,1974,8160636
Sweden,SWE,1975,8192642
Sweden,SWE,1976,8222393
Sweden,SWE,1977,8251698
Sweden,SWE,1978,8275793
Sweden,SWE,1979,8293749
Sweden,SWE,1980,8310470
Sweden,SWE,1981,8320460
Sweden,SWE,1982,8325179
Sweden,SWE,1983,8328917
Sweden,SWE,1984,8336484
Sweden,SWE,1985,8350249
Sweden,SWE,1986,8369682
Sweden,SWE,1987,8397651
Sweden,SWE,1988,8436358
Sweden,SWE,1989,8492819
Sweden,SWE,1990,8558569
Sweden,SWE,1991,8616954
Sweden,SWE,1992,8667577
Sweden,SWE,1993,8718036
Sweden,SWE,1994,8780193
Sweden,SWE,1995,8826299
Sweden,SWE,1996,8840329
Sweden,SWE,1997,8845524
Sweden,SWE,1998,8850606
Sweden,SWE,1999,8857691
Sweden,SWE,2000,8872100
Sweden,SWE,2001,8896018
Sweden,SWE,2002,8925044
Sweden,SWE,2003,8958432
Sweden,SWE,2004,8993806
Sweden,SWE,2005,9029770
Sweden,SWE,2006,9080626
Sweden,SWE,2007,9148277
Sweden,SWE,2008,9219903
Sweden,SWE,2009,9298738
Sweden,SWE,2010,9378234
Sweden,SWE,2011,9449262
Sweden,SWE,2012,9519479
Sweden,SWE,2013,9600621
Sweden,SWE,2014,9696437
Sweden,SWE,2015,9799482
Sweden,SWE,2016,9923281
Sweden,SWE,2017,10057864
Sweden,SWE,2018,10175401
Sweden,SWE,2019,10279122
Sweden,SWE,2020,10353680
Sweden,SWE,2021,10416136
Sweden,SWE,2022,10487333
Sweden,SWE,2023,10551493